season,circuit,driver,team,grid_position,finish_position
2021,Bahrain Grand Prix,HAM,Mercedes,2,1
2021,Bahrain Grand Prix,VER,Red Bull Racing,1,2
2021,Bahrain Grand Prix,BOT,Mercedes,3,3
2021,Bahrain Grand Prix,NOR,McLaren,7,4
2021,Bahrain Grand Prix,PER,Red Bull Racing,0,5
2021,Bahrain Grand Prix,LEC,Ferrari,4,6
2021,Bahrain Grand Prix,RIC,McLaren,6,7
2021,Bahrain Grand Prix,SAI,Ferrari,8,8
2021,Bahrain Grand Prix,TSU,AlphaTauri,13,9
2021,Bahrain Grand Prix,STR,Aston Martin,10,10
2021,Bahrain Grand Prix,RAI,Alfa Romeo Racing,14,11
2021,Bahrain Grand Prix,GIO,Alfa Romeo Racing,12,12
2021,Bahrain Grand Prix,OCO,Alpine,16,13
2021,Bahrain Grand Prix,RUS,Williams,15,14
2021,Bahrain Grand Prix,VET,Aston Martin,20,15
2021,Bahrain Grand Prix,MSC,Haas F1 Team,18,16
2021,Bahrain Grand Prix,GAS,AlphaTauri,5,17
2021,Bahrain Grand Prix,LAT,Williams,17,18
2021,Bahrain Grand Prix,ALO,Alpine,9,19
2021,Bahrain Grand Prix,MAZ,Haas F1 Team,19,20
2021,Emilia Romagna Grand Prix,VER,Red Bull Racing,3,1
2021,Emilia Romagna Grand Prix,HAM,Mercedes,1,2
2021,Emilia Romagna Grand Prix,NOR,McLaren,7,3
2021,Emilia Romagna Grand Prix,LEC,Ferrari,4,4
2021,Emilia Romagna Grand Prix,SAI,Ferrari,11,5
2021,Emilia Romagna Grand Prix,RIC,McLaren,6,6
2021,Emilia Romagna Grand Prix,GAS,AlphaTauri,5,7
2021,Emilia Romagna Grand Prix,STR,Aston Martin,10,8
2021,Emilia Romagna Grand Prix,OCO,Alpine,9,9
2021,Emilia Romagna Grand Prix,ALO,Alpine,15,10
2021,Emilia Romagna Grand Prix,PER,Red Bull Racing,2,11
2021,Emilia Romagna Grand Prix,TSU,AlphaTauri,20,12
2021,Emilia Romagna Grand Prix,RAI,Alfa Romeo Racing,16,13
2021,Emilia Romagna Grand Prix,GIO,Alfa Romeo Racing,17,14
2021,Emilia Romagna Grand Prix,VET,Aston Martin,0,15
2021,Emilia Romagna Grand Prix,MSC,Haas F1 Team,18,16
2021,Emilia Romagna Grand Prix,MAZ,Haas F1 Team,19,17
2021,Emilia Romagna Grand Prix,BOT,Mercedes,8,18
2021,Emilia Romagna Grand Prix,RUS,Williams,12,19
2021,Emilia Romagna Grand Prix,LAT,Williams,14,20
2021,Portuguese Grand Prix,HAM,Mercedes,2,1
2021,Portuguese Grand Prix,VER,Red Bull Racing,3,2
2021,Portuguese Grand Prix,BOT,Mercedes,1,3
2021,Portuguese Grand Prix,PER,Red Bull Racing,4,4
2021,Portuguese Grand Prix,NOR,McLaren,7,5
2021,Portuguese Grand Prix,LEC,Ferrari,8,6
2021,Portuguese Grand Prix,OCO,Alpine,6,7
2021,Portuguese Grand Prix,ALO,Alpine,13,8
2021,Portuguese Grand Prix,RIC,McLaren,16,9
2021,Portuguese Grand Prix,GAS,AlphaTauri,9,10
2021,Portuguese Grand Prix,SAI,Ferrari,5,11
2021,Portuguese Grand Prix,GIO,Alfa Romeo Racing,12,12
2021,Portuguese Grand Prix,VET,Aston Martin,10,13
2021,Portuguese Grand Prix,STR,Aston Martin,17,14
2021,Portuguese Grand Prix,TSU,AlphaTauri,14,15
2021,Portuguese Grand Prix,RUS,Williams,11,16
2021,Portuguese Grand Prix,MSC,Haas F1 Team,19,17
2021,Portuguese Grand Prix,LAT,Williams,18,18
2021,Portuguese Grand Prix,MAZ,Haas F1 Team,20,19
2021,Portuguese Grand Prix,RAI,Alfa Romeo Racing,15,20
2021,Spanish Grand Prix,HAM,Mercedes,1,1
2021,Spanish Grand Prix,VER,Red Bull Racing,2,2
2021,Spanish Grand Prix,BOT,Mercedes,3,3
2021,Spanish Grand Prix,LEC,Ferrari,4,4
2021,Spanish Grand Prix,PER,Red Bull Racing,8,5
2021,Spanish Grand Prix,RIC,McLaren,7,6
2021,Spanish Grand Prix,SAI,Ferrari,6,7
2021,Spanish Grand Prix,NOR,McLaren,9,8
2021,Spanish Grand Prix,OCO,Alpine,5,9
2021,Spanish Grand Prix,GAS,AlphaTauri,12,10
2021,Spanish Grand Prix,STR,Aston Martin,11,11
2021,Spanish Grand Prix,RAI,Alfa Romeo Racing,17,12
2021,Spanish Grand Prix,VET,Aston Martin,13,13
2021,Spanish Grand Prix,RUS,Williams,15,14
2021,Spanish Grand Prix,GIO,Alfa Romeo Racing,14,15
2021,Spanish Grand Prix,LAT,Williams,19,16
2021,Spanish Grand Prix,ALO,Alpine,10,17
2021,Spanish Grand Prix,MSC,Haas F1 Team,18,18
2021,Spanish Grand Prix,MAZ,Haas F1 Team,20,19
2021,Spanish Grand Prix,TSU,AlphaTauri,16,20
2021,Monaco Grand Prix,VER,Red Bull Racing,2,1
2021,Monaco Grand Prix,SAI,Ferrari,4,2
2021,Monaco Grand Prix,NOR,McLaren,5,3
2021,Monaco Grand Prix,PER,Red Bull Racing,9,4
2021,Monaco Grand Prix,VET,Aston Martin,8,5
2021,Monaco Grand Prix,GAS,AlphaTauri,6,6
2021,Monaco Grand Prix,HAM,Mercedes,7,7
2021,Monaco Grand Prix,STR,Aston Martin,13,8
2021,Monaco Grand Prix,OCO,Alpine,11,9
2021,Monaco Grand Prix,GIO,Alfa Romeo Racing,10,10
2021,Monaco Grand Prix,RAI,Alfa Romeo Racing,14,11
2021,Monaco Grand Prix,RIC,McLaren,12,12
2021,Monaco Grand Prix,ALO,Alpine,17,13
2021,Monaco Grand Prix,RUS,Williams,15,14
2021,Monaco Grand Prix,LAT,Williams,18,15
2021,Monaco Grand Prix,TSU,AlphaTauri,16,16
2021,Monaco Grand Prix,MAZ,Haas F1 Team,19,17
2021,Monaco Grand Prix,MSC,Haas F1 Team,20,18
2021,Monaco Grand Prix,BOT,Mercedes,3,19
2021,Monaco Grand Prix,LEC,Ferrari,1,20
2021,Azerbaijan Grand Prix,PER,Red Bull Racing,6,1
2021,Azerbaijan Grand Prix,VET,Aston Martin,11,2
2021,Azerbaijan Grand Prix,GAS,AlphaTauri,4,3
2021,Azerbaijan Grand Prix,LEC,Ferrari,1,4
2021,Azerbaijan Grand Prix,NOR,McLaren,9,5
2021,Azerbaijan Grand Prix,ALO,Alpine,8,6
2021,Azerbaijan Grand Prix,TSU,AlphaTauri,7,7
2021,Azerbaijan Grand Prix,SAI,Ferrari,5,8
2021,Azerbaijan Grand Prix,RIC,McLaren,13,9
2021,Azerbaijan Grand Prix,RAI,Alfa Romeo Racing,14,10
2021,Azerbaijan Grand Prix,GIO,Alfa Romeo Racing,20,11
2021,Azerbaijan Grand Prix,BOT,Mercedes,10,12
2021,Azerbaijan Grand Prix,MSC,Haas F1 Team,17,13
2021,Azerbaijan Grand Prix,MAZ,Haas F1 Team,18,14
2021,Azerbaijan Grand Prix,HAM,Mercedes,2,15
2021,Azerbaijan Grand Prix,LAT,Williams,16,16
2021,Azerbaijan Grand Prix,RUS,Williams,15,17
2021,Azerbaijan Grand Prix,VER,Red Bull Racing,3,18
2021,Azerbaijan Grand Prix,STR,Aston Martin,19,19
2021,Azerbaijan Grand Prix,OCO,Alpine,12,20
2021,French Grand Prix,VER,Red Bull Racing,1,1
2021,French Grand Prix,HAM,Mercedes,2,2
2021,French Grand Prix,PER,Red Bull Racing,4,3
2021,French Grand Prix,BOT,Mercedes,3,4
2021,French Grand Prix,NOR,McLaren,8,5
2021,French Grand Prix,RIC,McLaren,10,6
2021,French Grand Prix,GAS,AlphaTauri,6,7
2021,French Grand Prix,ALO,Alpine,9,8
2021,French Grand Prix,VET,Aston Martin,12,9
2021,French Grand Prix,STR,Aston Martin,19,10
2021,French Grand Prix,SAI,Ferrari,5,11
2021,French Grand Prix,RUS,Williams,14,12
2021,French Grand Prix,TSU,AlphaTauri,0,13
2021,French Grand Prix,OCO,Alpine,11,14
2021,French Grand Prix,GIO,Alfa Romeo Racing,13,15
2021,French Grand Prix,LEC,Ferrari,7,16
2021,French Grand Prix,RAI,Alfa Romeo Racing,17,17
2021,French Grand Prix,LAT,Williams,16,18
2021,French Grand Prix,MSC,Haas F1 Team,15,19
2021,French Grand Prix,MAZ,Haas F1 Team,18,20
2021,Styrian Grand Prix,VER,Red Bull Racing,1,1
2021,Styrian Grand Prix,HAM,Mercedes,2,2
2021,Styrian Grand Prix,BOT,Mercedes,5,3
2021,Styrian Grand Prix,PER,Red Bull Racing,4,4
2021,Styrian Grand Prix,NOR,McLaren,3,5
2021,Styrian Grand Prix,SAI,Ferrari,12,6
2021,Styrian Grand Prix,LEC,Ferrari,7,7
2021,Styrian Grand Prix,STR,Aston Martin,9,8
2021,Styrian Grand Prix,ALO,Alpine,8,9
2021,Styrian Grand Prix,TSU,AlphaTauri,11,10
2021,Styrian Grand Prix,RAI,Alfa Romeo Racing,18,11
2021,Styrian Grand Prix,VET,Aston Martin,14,12
2021,Styrian Grand Prix,RIC,McLaren,13,13
2021,Styrian Grand Prix,OCO,Alpine,17,14
2021,Styrian Grand Prix,GIO,Alfa Romeo Racing,15,15
2021,Styrian Grand Prix,MSC,Haas F1 Team,19,16
2021,Styrian Grand Prix,LAT,Williams,16,17
2021,Styrian Grand Prix,MAZ,Haas F1 Team,20,18
2021,Styrian Grand Prix,RUS,Williams,10,19
2021,Styrian Grand Prix,GAS,AlphaTauri,6,20
2021,Austrian Grand Prix,VER,Red Bull Racing,1,1
2021,Austrian Grand Prix,BOT,Mercedes,5,2
2021,Austrian Grand Prix,NOR,McLaren,2,3
2021,Austrian Grand Prix,HAM,Mercedes,4,4
2021,Austrian Grand Prix,SAI,Ferrari,10,5
2021,Austrian Grand Prix,PER,Red Bull Racing,3,6
2021,Austrian Grand Prix,RIC,McLaren,13,7
2021,Austrian Grand Prix,LEC,Ferrari,12,8
2021,Austrian Grand Prix,GAS,AlphaTauri,6,9
2021,Austrian Grand Prix,ALO,Alpine,14,10
2021,Austrian Grand Prix,RUS,Williams,8,11
2021,Austrian Grand Prix,TSU,AlphaTauri,7,12
2021,Austrian Grand Prix,STR,Aston Martin,9,13
2021,Austrian Grand Prix,GIO,Alfa Romeo Racing,15,14
2021,Austrian Grand Prix,RAI,Alfa Romeo Racing,16,15
2021,Austrian Grand Prix,LAT,Williams,18,16
2021,Austrian Grand Prix,VET,Aston Martin,11,17
2021,Austrian Grand Prix,MSC,Haas F1 Team,19,18
2021,Austrian Grand Prix,MAZ,Haas F1 Team,20,19
2021,Austrian Grand Prix,OCO,Alpine,17,20
2021,British Grand Prix,HAM,Mercedes,2,1
2021,British Grand Prix,LEC,Ferrari,4,2
2021,British Grand Prix,BOT,Mercedes,3,3
2021,British Grand Prix,NOR,McLaren,5,4
2021,British Grand Prix,RIC,McLaren,6,5
2021,British Grand Prix,SAI,Ferrari,10,6
2021,British Grand Prix,ALO,Alpine,7,7
2021,British Grand Prix,STR,Aston Martin,14,8
2021,British Grand Prix,OCO,Alpine,9,9
2021,British Grand Prix,TSU,AlphaTauri,16,10
2021,British Grand Prix,GAS,AlphaTauri,11,11
2021,British Grand Prix,RUS,Williams,12,12
2021,British Grand Prix,GIO,Alfa Romeo Racing,15,13
2021,British Grand Prix,LAT,Williams,17,14
2021,British Grand Prix,RAI,Alfa Romeo Racing,13,15
2021,British Grand Prix,PER,Red Bull Racing,0,16
2021,British Grand Prix,MAZ,Haas F1 Team,19,17
2021,British Grand Prix,MSC,Haas F1 Team,18,18
2021,British Grand Prix,VET,Aston Martin,8,19
2021,British Grand Prix,VER,Red Bull Racing,1,20
2021,Hungarian Grand Prix,OCO,Alpine,8,1
2021,Hungarian Grand Prix,HAM,Mercedes,1,2
2021,Hungarian Grand Prix,SAI,Ferrari,15,3
2021,Hungarian Grand Prix,ALO,Alpine,9,4
2021,Hungarian Grand Prix,GAS,AlphaTauri,5,5
2021,Hungarian Grand Prix,TSU,AlphaTauri,16,6
2021,Hungarian Grand Prix,LAT,Williams,18,7
2021,Hungarian Grand Prix,RUS,Williams,17,8
2021,Hungarian Grand Prix,VER,Red Bull Racing,3,9
2021,Hungarian Grand Prix,RAI,Alfa Romeo Racing,13,10
2021,Hungarian Grand Prix,RIC,McLaren,11,11
2021,Hungarian Grand Prix,MSC,Haas F1 Team,20,12
2021,Hungarian Grand Prix,GIO,Alfa Romeo Racing,0,13
2021,Hungarian Grand Prix,MAZ,Haas F1 Team,19,14
2021,Hungarian Grand Prix,NOR,McLaren,6,15
2021,Hungarian Grand Prix,BOT,Mercedes,2,16
2021,Hungarian Grand Prix,PER,Red Bull Racing,4,17
2021,Hungarian Grand Prix,LEC,Ferrari,7,18
2021,Hungarian Grand Prix,STR,Aston Martin,12,19
2021,Hungarian Grand Prix,VET,Aston Martin,10,20
2021,Belgian Grand Prix,VER,Red Bull Racing,1,1
2021,Belgian Grand Prix,RUS,Williams,2,2
2021,Belgian Grand Prix,HAM,Mercedes,3,3
2021,Belgian Grand Prix,RIC,McLaren,4,4
2021,Belgian Grand Prix,VET,Aston Martin,5,5
2021,Belgian Grand Prix,GAS,AlphaTauri,6,6
2021,Belgian Grand Prix,OCO,Alpine,8,7
2021,Belgian Grand Prix,LEC,Ferrari,9,8
2021,Belgian Grand Prix,LAT,Williams,10,9
2021,Belgian Grand Prix,SAI,Ferrari,11,10
2021,Belgian Grand Prix,ALO,Alpine,12,11
2021,Belgian Grand Prix,BOT,Mercedes,13,12
2021,Belgian Grand Prix,GIO,Alfa Romeo Racing,14,13
2021,Belgian Grand Prix,NOR,McLaren,15,14
2021,Belgian Grand Prix,TSU,AlphaTauri,16,15
2021,Belgian Grand Prix,MSC,Haas F1 Team,17,16
2021,Belgian Grand Prix,MAZ,Haas F1 Team,18,17
2021,Belgian Grand Prix,RAI,Alfa Romeo Racing,0,18
2021,Belgian Grand Prix,PER,Red Bull Racing,0,19
2021,Belgian Grand Prix,STR,Aston Martin,19,20
2021,Dutch Grand Prix,VER,Red Bull Racing,1,1
2021,Dutch Grand Prix,HAM,Mercedes,2,2
2021,Dutch Grand Prix,BOT,Mercedes,3,3
2021,Dutch Grand Prix,GAS,AlphaTauri,4,4
2021,Dutch Grand Prix,LEC,Ferrari,5,5
2021,Dutch Grand Prix,ALO,Alpine,9,6
2021,Dutch Grand Prix,SAI,Ferrari,6,7
2021,Dutch Grand Prix,PER,Red Bull Racing,0,8
2021,Dutch Grand Prix,OCO,Alpine,8,9
2021,Dutch Grand Prix,NOR,McLaren,13,10
2021,Dutch Grand Prix,RIC,McLaren,10,11
2021,Dutch Grand Prix,STR,Aston Martin,12,12
2021,Dutch Grand Prix,VET,Aston Martin,15,13
2021,Dutch Grand Prix,GIO,Alfa Romeo Racing,7,14
2021,Dutch Grand Prix,KUB,Alfa Romeo Racing,16,15
2021,Dutch Grand Prix,LAT,Williams,0,16
2021,Dutch Grand Prix,RUS,Williams,11,17
2021,Dutch Grand Prix,MSC,Haas F1 Team,17,18
2021,Dutch Grand Prix,TSU,AlphaTauri,14,19
2021,Dutch Grand Prix,MAZ,Haas F1 Team,18,20
2021,Italian Grand Prix,RIC,McLaren,2,1
2021,Italian Grand Prix,NOR,McLaren,3,2
2021,Italian Grand Prix,BOT,Mercedes,19,3
2021,Italian Grand Prix,LEC,Ferrari,5,4
2021,Italian Grand Prix,PER,Red Bull Racing,8,5
2021,Italian Grand Prix,SAI,Ferrari,6,6
2021,Italian Grand Prix,STR,Aston Martin,9,7
2021,Italian Grand Prix,ALO,Alpine,10,8
2021,Italian Grand Prix,RUS,Williams,14,9
2021,Italian Grand Prix,OCO,Alpine,12,10
2021,Italian Grand Prix,LAT,Williams,13,11
2021,Italian Grand Prix,VET,Aston Martin,11,12
2021,Italian Grand Prix,GIO,Alfa Romeo Racing,7,13
2021,Italian Grand Prix,KUB,Alfa Romeo Racing,17,14
2021,Italian Grand Prix,MSC,Haas F1 Team,18,15
2021,Italian Grand Prix,MAZ,Haas F1 Team,16,16
2021,Italian Grand Prix,HAM,Mercedes,4,17
2021,Italian Grand Prix,VER,Red Bull Racing,1,18
2021,Italian Grand Prix,GAS,AlphaTauri,0,19
2021,Italian Grand Prix,TSU,AlphaTauri,0,20
2021,Russian Grand Prix,HAM,Mercedes,4,1
2021,Russian Grand Prix,VER,Red Bull Racing,20,2
2021,Russian Grand Prix,SAI,Ferrari,2,3
2021,Russian Grand Prix,RIC,McLaren,5,4
2021,Russian Grand Prix,BOT,Mercedes,16,5
2021,Russian Grand Prix,ALO,Alpine,6,6
2021,Russian Grand Prix,NOR,McLaren,1,7
2021,Russian Grand Prix,RAI,Alfa Romeo Racing,13,8
2021,Russian Grand Prix,PER,Red Bull Racing,8,9
2021,Russian Grand Prix,RUS,Williams,3,10
2021,Russian Grand Prix,STR,Aston Martin,7,11
2021,Russian Grand Prix,VET,Aston Martin,10,12
2021,Russian Grand Prix,GAS,AlphaTauri,11,13
2021,Russian Grand Prix,OCO,Alpine,9,14
2021,Russian Grand Prix,LEC,Ferrari,19,15
2021,Russian Grand Prix,GIO,Alfa Romeo Racing,17,16
2021,Russian Grand Prix,TSU,AlphaTauri,12,17
2021,Russian Grand Prix,MAZ,Haas F1 Team,15,18
2021,Russian Grand Prix,LAT,Williams,18,19
2021,Russian Grand Prix,MSC,Haas F1 Team,14,20
2021,Turkish Grand Prix,BOT,Mercedes,1,1
2021,Turkish Grand Prix,VER,Red Bull Racing,2,2
2021,Turkish Grand Prix,PER,Red Bull Racing,6,3
2021,Turkish Grand Prix,LEC,Ferrari,3,4
2021,Turkish Grand Prix,HAM,Mercedes,11,5
2021,Turkish Grand Prix,GAS,AlphaTauri,4,6
2021,Turkish Grand Prix,NOR,McLaren,7,7
2021,Turkish Grand Prix,SAI,Ferrari,19,8
2021,Turkish Grand Prix,STR,Aston Martin,8,9
2021,Turkish Grand Prix,OCO,Alpine,12,10
2021,Turkish Grand Prix,GIO,Alfa Romeo Racing,16,11
2021,Turkish Grand Prix,RAI,Alfa Romeo Racing,17,12
2021,Turkish Grand Prix,RIC,McLaren,20,13
2021,Turkish Grand Prix,TSU,AlphaTauri,9,14
2021,Turkish Grand Prix,RUS,Williams,13,15
2021,Turkish Grand Prix,ALO,Alpine,5,16
2021,Turkish Grand Prix,LAT,Williams,15,17
2021,Turkish Grand Prix,VET,Aston Martin,10,18
2021,Turkish Grand Prix,MSC,Haas F1 Team,14,19
2021,Turkish Grand Prix,MAZ,Haas F1 Team,18,20
2021,United States Grand Prix,VER,Red Bull Racing,1,1
2021,United States Grand Prix,HAM,Mercedes,2,2
2021,United States Grand Prix,PER,Red Bull Racing,3,3
2021,United States Grand Prix,LEC,Ferrari,4,4
2021,United States Grand Prix,RIC,McLaren,6,5
2021,United States Grand Prix,BOT,Mercedes,9,6
2021,United States Grand Prix,SAI,Ferrari,5,7
2021,United States Grand Prix,NOR,McLaren,7,8
2021,United States Grand Prix,TSU,AlphaTauri,10,9
2021,United States Grand Prix,VET,Aston Martin,18,10
2021,United States Grand Prix,GIO,Alfa Romeo Racing,12,11
2021,United States Grand Prix,STR,Aston Martin,13,12
2021,United States Grand Prix,RAI,Alfa Romeo Racing,15,13
2021,United States Grand Prix,RUS,Williams,20,14
2021,United States Grand Prix,LAT,Williams,14,15
2021,United States Grand Prix,MSC,Haas F1 Team,16,16
2021,United States Grand Prix,MAZ,Haas F1 Team,17,17
2021,United States Grand Prix,ALO,Alpine,19,18
2021,United States Grand Prix,OCO,Alpine,11,19
2021,United States Grand Prix,GAS,AlphaTauri,8,20
2021,Mexico City Grand Prix,VER,Red Bull Racing,3,1
2021,Mexico City Grand Prix,HAM,Mercedes,2,2
2021,Mexico City Grand Prix,PER,Red Bull Racing,4,3
2021,Mexico City Grand Prix,GAS,AlphaTauri,5,4
2021,Mexico City Grand Prix,LEC,Ferrari,8,5
2021,Mexico City Grand Prix,SAI,Ferrari,6,6
2021,Mexico City Grand Prix,VET,Aston Martin,9,7
2021,Mexico City Grand Prix,RAI,Alfa Romeo Racing,10,8
2021,Mexico City Grand Prix,ALO,Alpine,12,9
2021,Mexico City Grand Prix,NOR,McLaren,18,10
2021,Mexico City Grand Prix,GIO,Alfa Romeo Racing,11,11
2021,Mexico City Grand Prix,RIC,McLaren,7,12
2021,Mexico City Grand Prix,OCO,Alpine,19,13
2021,Mexico City Grand Prix,STR,Aston Martin,20,14
2021,Mexico City Grand Prix,BOT,Mercedes,1,15
2021,Mexico City Grand Prix,RUS,Williams,16,16
2021,Mexico City Grand Prix,LAT,Williams,13,17
2021,Mexico City Grand Prix,MAZ,Haas F1 Team,15,18
2021,Mexico City Grand Prix,MSC,Haas F1 Team,14,19
2021,Mexico City Grand Prix,TSU,AlphaTauri,17,20
2021,São Paulo Grand Prix,HAM,Mercedes,10,1
2021,São Paulo Grand Prix,VER,Red Bull Racing,2,2
2021,São Paulo Grand Prix,BOT,Mercedes,1,3
2021,São Paulo Grand Prix,PER,Red Bull Racing,4,4
2021,São Paulo Grand Prix,LEC,Ferrari,6,5
2021,São Paulo Grand Prix,SAI,Ferrari,3,6
2021,São Paulo Grand Prix,GAS,AlphaTauri,7,7
2021,São Paulo Grand Prix,OCO,Alpine,8,8
2021,São Paulo Grand Prix,ALO,Alpine,12,9
2021,São Paulo Grand Prix,NOR,McLaren,5,10
2021,São Paulo Grand Prix,VET,Aston Martin,9,11
2021,São Paulo Grand Prix,RAI,Alfa Romeo Racing,0,12
2021,São Paulo Grand Prix,RUS,Williams,17,13
2021,São Paulo Grand Prix,GIO,Alfa Romeo Racing,13,14
2021,São Paulo Grand Prix,TSU,AlphaTauri,15,15
2021,São Paulo Grand Prix,LAT,Williams,16,16
2021,São Paulo Grand Prix,MAZ,Haas F1 Team,19,17
2021,São Paulo Grand Prix,MSC,Haas F1 Team,18,18
2021,São Paulo Grand Prix,RIC,McLaren,11,19
2021,São Paulo Grand Prix,STR,Aston Martin,14,20
2021,Qatar Grand Prix,HAM,Mercedes,1,1
2021,Qatar Grand Prix,VER,Red Bull Racing,7,2
2021,Qatar Grand Prix,ALO,Alpine,3,3
2021,Qatar Grand Prix,PER,Red Bull Racing,11,4
2021,Qatar Grand Prix,OCO,Alpine,9,5
2021,Qatar Grand Prix,STR,Aston Martin,12,6
2021,Qatar Grand Prix,SAI,Ferrari,5,7
2021,Qatar Grand Prix,LEC,Ferrari,13,8
2021,Qatar Grand Prix,NOR,McLaren,4,9
2021,Qatar Grand Prix,VET,Aston Martin,10,10
2021,Qatar Grand Prix,GAS,AlphaTauri,2,11
2021,Qatar Grand Prix,RIC,McLaren,14,12
2021,Qatar Grand Prix,TSU,AlphaTauri,8,13
2021,Qatar Grand Prix,RAI,Alfa Romeo Racing,16,14
2021,Qatar Grand Prix,GIO,Alfa Romeo Racing,18,15
2021,Qatar Grand Prix,MSC,Haas F1 Team,19,16
2021,Qatar Grand Prix,RUS,Williams,15,17
2021,Qatar Grand Prix,MAZ,Haas F1 Team,20,18
2021,Qatar Grand Prix,LAT,Williams,17,19
2021,Qatar Grand Prix,BOT,Mercedes,6,20
2021,Saudi Arabian Grand Prix,HAM,Mercedes,1,1
2021,Saudi Arabian Grand Prix,VER,Red Bull Racing,3,2
2021,Saudi Arabian Grand Prix,BOT,Mercedes,2,3
2021,Saudi Arabian Grand Prix,OCO,Alpine,9,4
2021,Saudi Arabian Grand Prix,RIC,McLaren,11,5
2021,Saudi Arabian Grand Prix,GAS,AlphaTauri,6,6
2021,Saudi Arabian Grand Prix,LEC,Ferrari,4,7
2021,Saudi Arabian Grand Prix,SAI,Ferrari,15,8
2021,Saudi Arabian Grand Prix,GIO,Alfa Romeo Racing,10,9
2021,Saudi Arabian Grand Prix,NOR,McLaren,7,10
2021,Saudi Arabian Grand Prix,STR,Aston Martin,18,11
2021,Saudi Arabian Grand Prix,LAT,Williams,16,12
2021,Saudi Arabian Grand Prix,ALO,Alpine,13,13
2021,Saudi Arabian Grand Prix,TSU,AlphaTauri,8,14
2021,Saudi Arabian Grand Prix,RAI,Alfa Romeo Racing,12,15
2021,Saudi Arabian Grand Prix,VET,Aston Martin,17,16
2021,Saudi Arabian Grand Prix,PER,Red Bull Racing,5,17
2021,Saudi Arabian Grand Prix,MAZ,Haas F1 Team,20,18
2021,Saudi Arabian Grand Prix,RUS,Williams,14,19
2021,Saudi Arabian Grand Prix,MSC,Haas F1 Team,19,20
2021,Abu Dhabi Grand Prix,VER,Red Bull Racing,1,1
2021,Abu Dhabi Grand Prix,HAM,Mercedes,2,2
2021,Abu Dhabi Grand Prix,SAI,Ferrari,5,3
2021,Abu Dhabi Grand Prix,TSU,AlphaTauri,8,4
2021,Abu Dhabi Grand Prix,GAS,AlphaTauri,12,5
2021,Abu Dhabi Grand Prix,BOT,Mercedes,6,6
2021,Abu Dhabi Grand Prix,NOR,McLaren,3,7
2021,Abu Dhabi Grand Prix,ALO,Alpine,11,8
2021,Abu Dhabi Grand Prix,OCO,Alpine,9,9
2021,Abu Dhabi Grand Prix,LEC,Ferrari,7,10
2021,Abu Dhabi Grand Prix,VET,Aston Martin,15,11
2021,Abu Dhabi Grand Prix,RIC,McLaren,10,12
2021,Abu Dhabi Grand Prix,STR,Aston Martin,13,13
2021,Abu Dhabi Grand Prix,MSC,Haas F1 Team,19,14
2021,Abu Dhabi Grand Prix,PER,Red Bull Racing,4,15
2021,Abu Dhabi Grand Prix,LAT,Williams,16,16
2021,Abu Dhabi Grand Prix,GIO,Alfa Romeo Racing,14,17
2021,Abu Dhabi Grand Prix,RUS,Williams,17,18
2021,Abu Dhabi Grand Prix,RAI,Alfa Romeo Racing,18,19
2022,Bahrain Grand Prix,LEC,Ferrari,1,1
2022,Bahrain Grand Prix,SAI,Ferrari,3,2
2022,Bahrain Grand Prix,HAM,Mercedes,5,3
2022,Bahrain Grand Prix,RUS,Mercedes,9,4
2022,Bahrain Grand Prix,MAG,Haas F1 Team,7,5
2022,Bahrain Grand Prix,BOT,Alfa Romeo,6,6
2022,Bahrain Grand Prix,OCO,Alpine,11,7
2022,Bahrain Grand Prix,TSU,AlphaTauri,16,8
2022,Bahrain Grand Prix,ALO,Alpine,8,9
2022,Bahrain Grand Prix,ZHO,Alfa Romeo,15,10
2022,Bahrain Grand Prix,MSC,Haas F1 Team,12,11
2022,Bahrain Grand Prix,STR,Aston Martin,19,12
2022,Bahrain Grand Prix,ALB,Williams,14,13
2022,Bahrain Grand Prix,RIC,McLaren,18,14
2022,Bahrain Grand Prix,NOR,McLaren,13,15
2022,Bahrain Grand Prix,LAT,Williams,20,16
2022,Bahrain Grand Prix,HUL,Aston Martin,17,17
2022,Bahrain Grand Prix,PER,Red Bull Racing,4,18
2022,Bahrain Grand Prix,VER,Red Bull Racing,2,19
2022,Bahrain Grand Prix,GAS,AlphaTauri,10,20
2022,Saudi Arabian Grand Prix,VER,Red Bull Racing,4,1
2022,Saudi Arabian Grand Prix,LEC,Ferrari,2,2
2022,Saudi Arabian Grand Prix,SAI,Ferrari,3,3
2022,Saudi Arabian Grand Prix,PER,Red Bull Racing,1,4
2022,Saudi Arabian Grand Prix,RUS,Mercedes,6,5
2022,Saudi Arabian Grand Prix,OCO,Alpine,5,6
2022,Saudi Arabian Grand Prix,NOR,McLaren,11,7
2022,Saudi Arabian Grand Prix,GAS,AlphaTauri,9,8
2022,Saudi Arabian Grand Prix,MAG,Haas F1 Team,10,9
2022,Saudi Arabian Grand Prix,HAM,Mercedes,15,10
2022,Saudi Arabian Grand Prix,ZHO,Alfa Romeo,12,11
2022,Saudi Arabian Grand Prix,HUL,Aston Martin,17,12
2022,Saudi Arabian Grand Prix,STR,Aston Martin,13,13
2022,Saudi Arabian Grand Prix,ALB,Williams,16,14
